file,source,bytes,sha256,modified,kind
evidence_core/evidence/archive/runtime_runs_runtime_command_preview.json,C:\Users\dferr\OneDrive\Desktop\DocRoshi-Fighter-Factory\evidence_core\runtime_runs\20260614_001438_boot_character_smoke\runtime_command_preview.json,333,ceaa39c2154a407e6403d62813ade9fd16fc4c624fc4d717b0b76053903028c6,2026-06-14T00:14:38,json
evidence_core/evidence/archive/runtime_runs_runtime_command_preview_1.json,C:\Users\dferr\OneDrive\Desktop\DocRoshi-Fighter-Factory\evidence_core\runtime_runs\20260614_001620_boot_character_smoke\runtime_command_preview.json,333,6542ef602271c527a2e44016c817ebdb785bc9313321372eee7b815253efd53f,2026-06-14T00:16:20,json
evidence_core/evidence/archive/runtime_runs_runtime_command_preview_2.json,C:\Users\dferr\OneDrive\Desktop\DocRoshi-Fighter-Factory\evidence_core\runtime_runs\20260614_002144_boot_character_smoke\runtime_command_preview.json,633,881ef50f477bbc9d181451f3cbf736a2f3d55c1566d4889717d3c44c7955d770,2026-06-14T00:21:44,json
evidence_core/evidence/archive/runtime_runs_runtime_result.json,C:\Users\dferr\OneDrive\Desktop\DocRoshi-Fighter-Factory\evidence_core\runtime_runs\20260614_002144_boot_character_smoke\runtime_result.json,908,6feb7183f48bfdedcf2d528ccb49a0135f9fb9558eae8df79b40ed39abe1b874,2026-06-14T00:22:04,json
evidence_core/evidence/archive/runtime_runs_stderr.txt,C:\Users\dferr\OneDrive\Desktop\DocRoshi-Fighter-Factory\evidence_core\runtime_runs\20260614_002144_boot_character_smoke\stderr.txt,476,125d171c696d18ec213362e0e6471099b112c004a0d6142702ebde653d721b90,2026-06-14T00:22:04,txt
evidence_core/evidence/archive/runtime_runs_stdout.txt,C:\Users\dferr\OneDrive\Desktop\DocRoshi-Fighter-Factory\evidence_core\runtime_runs\20260614_002144_boot_character_smoke\stdout.txt,110,d190b701fee8f05398f07dbb5a93a208d98add7e126d8a38ac1f2ce62c90905c,2026-06-14T00:22:04,txt
evidence_core/evidence/archive/runtime_runs_ikemen_quick_vs_latest.log,C:\Users\dferr\OneDrive\Desktop\DocRoshi-Fighter-Factory\evidence_core\runtime_runs\ikemen_quick_vs_latest.log,8508,8a51a56e231711017170c290ab42be28fd77bf37fffc02d9cc94b3b10299874f,2026-06-14T00:22:04,log
